N_ТРАНСП,ДАТА_НАКЛ,N_ДОГОВ,ГОД_ДОГОВ,КОД_ЖД,ТА_ПРИБ_ЗД,А_ПРИБ_СКЛ,Я_ПРИБ_СКЛ,ДАТА_ВЫГР,ВРЕМЯ_ВЫГР,СМЕНА_ВЫГР,ВЕС_ДОКУМ,ВЕС_СТАН,ПР_ЗАСОР,ПР_ЗАСОР_Р,ВЕС_ФАКТ,ОМ_ПО_НАКЛ,ЛОМ_ФАКТ,ЛОМ_ВЗ,ВЕС_ЛОМА,ПРОЦ_НДС,ЦЕНА_ТОННЫ,СТОИМ,N_АКТА_M7,ДАТА_АКТА,ЗАСОР_ТАРА,СХЕМ_ТАРИФ
68014901,20210522,1,2021,61,20210523,20210524,"17,3",20210528,"0,1",Б,"56,1","56,9",1,"1,7","55,935",,5А ЖДЛ,5А ЖДЛ,"55,935",20,30498,"1705905,63",0000005299,20210528,"0,400",1
60499332,20210508,1,2021,58,20210512,20210528,10,20210528,14,Б,"55,45","54,95",3,"3,44","53,058",3А,5АЭ,5АЭ,"51,652",20,29598,"1528795,9",0000005300,20210528,"0,250",1
60499332,20210508,1,2021,58,20210512,20210528,10,20210528,14,Б,"55,45","54,95",3,"3,44","53,058",5А,5А,5А,"1,406",20,29348,"41263,29",0000005300,20210528,,1
61490132,20210521,1,2021,61,20210525,20210528,16,20210528,20,Г,"63,7","64,1",1,"1,54","63,112",2А,2А,2А,"63,112",20,28900,"1823936,8",0000005312,20210528,"0,350",0
65314445,20210522,1,2021,61,20210524,20210528,16,20210528,20,А,"65,7","67,15",3,"3,43","64,844",5А,5А,5А,"64,844",20,28148,"1825228,91",0000005309,20210528,"0,300",0
60585486,20210518,1,2021,17,20210525,20210528,16,20210528,20,А,"67,15","68,65",1,"1,58","67,567",,5А ЖДЛ,5А ЖДЛ,"67,567",20,30498,"2060658,37",0000005311,20210528,"0,400",1
62065867,20210519,1,2021,58,20210525,20210528,16,20210528,20,А,"52,3","53,2",1,1,"52,717",,5А ЖДЛ,5А ЖДЛ,"52,717",20,30498,"1607763,07",0000005313,20210528,,1
53799821,20210516,1,2021,17,20210524,20210528,16,20210528,20,В,"60,75","61,4",3,"3,24","59,412",5А,5А,5А,"59,412",20,27070,"1608282,84",0000005307,20210528,"0,150",0
52237526,20210519,1,2021,17,20210524,20210528,16,20210528,20,В,"60,3","59,8","3,5","4,07","57,369",5АЭ,5АЭ,5АЭ,"57,369",20,27616,"1584302,3",0000005304,20210528,"0,350",0
54135512,20210523,1,2021,61,20210525,20210527,"2,4",20210528,23,Г,"61,4","62,25",1,"1,24","61,479",,3АЖДЛ-Ч,3А ЖДЛ,"61,479",20,29800,"1832074,2",0000005310,20210528,"0,150",0
53777462,20210519,1,2021,63,20210524,20210528,16,20210528,20,В,"52,75",54,"3,5","3,86","51,917",3А,3АН,3АН,"51,917",20,28218,"1464993,91",0000005306,20210528,"0,200",0
52781416,20210517,1,2021,17,20210524,20210528,16,20210528,20,Г,66,"65,45","5,01","6,61","61,128",3А,5АЭ,5АЭ,"36,912",20,27616,"1019361,79",0000005305,20210528,"1,100",0
52781416,20210517,1,2021,17,20210524,20210528,16,20210528,20,Г,66,"65,45","5,01","6,61","61,128",8А,9А,9А,"24,216",20,27566,"667538,26",0000005305,20210528,,0
58366154,20210517,1,2021,17,20210524,20210528,16,20210528,20,Г,"60,3","59,65","4,31","5,59","56,313",3А,5АЭ,5АЭ,"41,447",20,27616,"1144600,35",0000005308,20210528,"0,800",0
58366154,20210517,1,2021,17,20210524,20210528,16,20210528,20,Г,"60,3","59,65","4,31","5,59","56,313",8А,9А,9А,"14,866",20,27566,"409796,16",0000005308,20210528,,0
0056,20210524,1,2021,61,20210524,20210527,16,20210528,4,В,"33,35","32,4",2,2,"31,752",5АЭ,5АЭ,5АЭ,"31,752",20,29398,"933445,3",0000005285,20210528,,
0048,20210524,1,2021,61,20210524,20210527,1,20210528,5,Г,"33,2","34,15",2,2,"33,467",5АЭ,5АЭ,5АЭ,"33,467",20,29398,"983862,87",0000005284,20210528,,
0021,20210524,1,2021,61,20210524,20210527,1,20210528,5,Г,"26,3","27,6",2,2,"27,048",5АЭ,5АЭ,5АЭ,"27,048",20,29398,"795157,1",0000005283,20210528,,
0022,20210526,1,2021,61,20210526,20210527,1,20210528,5,Г,"44,75",47,2,2,"46,06",5АЭ,5АЭ,5АЭ,"46,06",20,29398,"1354071,88",0000005287,20210528,,
0064,20210526,1,2021,61,20210526,20210527,1,20210528,5,Г,"55,35","54,9",2,2,"53,802",5АЭ,5АЭ,5АЭ,"53,802",20,29398,"1581671,2",0000005292,20210528,,
0072,20210526,1,2021,61,20210526,20210527,16,20210528,4,В,"59,95","60,2",1,1,"59,598",2А,2А,2А,"59,598",20,30048,"1790800,7",,,,
0018,20210526,1,2021,61,20210526,20210528,7,20210528,8,Г,"37,45","36,6",2,2,"35,868",5АЭ,5АЭ,5АЭ,"35,868",20,29398,"1054447,46",0000005286,20210528,,
0067,20210526,1,2021,61,20210526,20210528,7,20210528,8,Г,"39,05","38,65",2,2,"37,877",5АЭ,5АЭ,5АЭ,"37,877",20,29398,"1113508,05",0000005293,20210528,,
0071,20210526,1,2021,61,20210526,20210527,16,20210528,4,В,"36,35","36,25",2,2,"35,525",5АЭ,5АЭ,5АЭ,"35,525",20,29398,"1044363,95",,,,
0060,20210526,1,2021,61,20210526,20210527,16,20210528,4,В,"44,1","44,75",1,1,"44,302",2А,2А,2А,"44,302",20,30048,"1331186,5",0000005291,20210528,,
0055,20210526,1,2021,61,20210526,20210527,16,20210528,4,В,"38,75","38,2",2,2,"37,436",5АЭ,5АЭ,5АЭ,"37,436",20,29398,"1100543,53",0000005290,20210528,,
0051,20210526,1,2021,61,20210526,20210527,8,20210528,4,В,"30,1","31,2",2,2,"30,576",5АЭ,5АЭ,5АЭ,"30,576",20,29398,"898873,25",0000005281,20210528,,
0065,20210526,1,2021,61,20210526,20210527,8,20210528,4,В,"40,1","39,5",2,2,"38,71",5АЭ,5АЭ,5АЭ,"38,71",20,29398,"1137996,58",0000005282,20210528,,
0042,20210526,1,2021,61,20210526,20210527,8,20210528,5,В,"32,7","31,85",2,2,"31,213",5АЭ,5АЭ,5АЭ,"31,213",20,29398,"917599,77",0000005289,20210528,,
0047,20210526,1,2021,61,20210526,20210527,8,20210528,5,В,"29,55","29,65",2,2,"29,057",5АЭ,5АЭ,5АЭ,"29,057",20,29398,"854217,69",,,,
0062,20210526,1,2021,61,20210526,20210527,8,20210528,5,А,"44,35","41,75",2,2,"40,915",5АЭ,5АЭ,5АЭ,"40,915",20,29398,"1202819,17",0000005288,20210528,,
0050,20210526,1,2021,61,20210526,20210527,8,20210528,5,А,"30,5","30,6",2,2,"29,988",5АЭ,5АЭ,5АЭ,"29,988",20,29398,"881587,22",,,,
0033,20210527,1,2021,61,20210527,20210528,18,20210528,22,А,"31,15","30,6",2,2,"29,988",5АЭ,5АЭ,5АЭ,"29,988",20,29398,"881587,22",0000005315,20210528,,
0070,20210527,1,2021,61,20210527,20210528,18,20210528,22,А,"31,1","29,9",2,2,"29,302",5АЭ,5АЭ,5АЭ,"29,302",20,29398,"861420,2",0000005316,20210528,,
0023,20210527,1,2021,61,20210527,20210528,18,20210528,22,А,"33,95","32,95",2,2,"32,291",5АЭ,5АЭ,5АЭ,"32,291",20,29398,"949290,82",0000005314,20210528,,
0046,20210527,1,2021,61,20210527,20210528,7,20210528,8,Г,60,"37,55","2,5","2,5","36,611",5АЭ,5АЭ,5АЭ,"36,611",20,29398,"1076290,18",0000005296,20210528,,
0044,20210527,1,2021,61,20210527,20210528,7,20210528,8,Г,60,"36,2","2,5","2,5","35,295",5АЭ,5АЭ,5АЭ,"35,295",20,29398,"1037602,41",0000005295,20210528,,
0058,20210527,1,2021,61,20210527,20210528,7,20210528,8,Г,60,"38,9",2,2,"38,122",5АЭ,5АЭ,5АЭ,"38,122",20,29398,"1120710,56",0000005297,20210528,,
0040,20210527,1,2021,61,20210527,20210528,7,20210528,8,Г,60,"39,45",2,2,"38,661",5АЭ,5АЭ,5АЭ,"38,661",20,29398,"1136556,08",0000005294,20210528,,
0059,20210527,1,2021,61,20210527,20210528,7,20210528,8,Г,60,"39,9","2,5","2,5","38,902",5АЭ,5АЭ,5АЭ,"38,902",20,29398,1143641,0000005298,20210528,,
56946130,20210521,1,2021,63,20210525,20210528,"7,1",20210529,2,В,"62,05","62,8","2,02","2,96","60,946",3АН,3АН,3АН,"59,976",20,27966,"1677288,82",0000005322,20210529,"0,600",0
56946130,20210521,1,2021,63,20210525,20210528,"7,1",20210529,2,В,"62,05","62,8","2,02","2,96","60,946",5А,5А,5А,"0,97",20,27466,"26642,02",0000005322,20210529,,0
60596541,20210526,1,2021,61,20210526,20210528,1,20210529,2,Б,"64,15","64,9",1,"1,08","64,201",5А ЖДЛ,5А ЖДЛ,5А ЖДЛ,"64,201",20,30498,"1958002,1",0000005328,20210529,,1
64328008,20210521,1,2021,58,20210526,20210528,1,20210529,2,Г,"50,6","50,95",1,1,"50,49",5А ЖДЛ,5А ЖДЛ,5А ЖДЛ,"50,49",20,30498,"1539844,02",0000005329,20210529,,1
53482337,20210519,1,2021,17,20210526,20210528,1,20210529,2,Г,"67,7","68,3","3,78","4,77","65,043",9А,9А,9А,"14,137",20,27328,"386335,94",0000005327,20210529,"0,700",0
53482337,20210519,1,2021,17,20210526,20210528,1,20210529,2,Г,"67,7","68,3","3,78","4,77","65,043",3А,5АЭ,5АЭ,"50,906",20,27378,"1393704,47",0000005327,20210529,,0
64468820,20210521,1,2021,51,20210524,20210526,10,20210529,2,В,"44,34","44,15","7,5","8,23","40,515",5АЭ,5АЭ,5АЭ,"40,515",20,28309,"1146939,14",0000005321,20210529,"0,350",0
62473269,20210521,1,2021,51,20210524,20210526,10,20210529,2,Г,"37,24","37,05","4,5","6,3","34,714",5АЭ,5А,5А,"34,714",20,28059,"974040,13",0000005318,20210529,"0,700",0
62504410,20210522,1,2021,51,20210525,20210527,"7,1",20210529,2,В,"44,72",45,"3,5","4,46","42,991",5АЭ,5А,5А,"42,991",20,28059,"1206284,47",0000005323,20210529,"0,450",0
62506662,20210522,1,2021,51,20210525,20210527,"7,1",20210529,2,В,"37,94","38,05","2,5","3,65","36,66",5АЭ,5АЭ,5АЭ,"36,66",20,28309,"1037807,94",0000005324,20210529,"0,450",0
63756324,20210522,1,2021,51,20210525,20210527,"7,1",20210529,2,В,"41,88","41,8","2,5","3,43","40,365",5АЭ,5АЭ,5АЭ,"40,365",20,28309,"1142692,79",0000005326,20210529,"0,400",0
63035174,20210523,1,2021,51,20210525,20210527,"7,1",20210529,2,В,"40,56","40,95","2,5","3,69","39,439",5АЭ,5АЭ,5АЭ,"39,439",20,28309,"1116478,65",0000005325,20210529,"0,500",0
60826310,20210521,1,2021,51,20210524,20210526,10,20210529,2,Г,"48,74","48,25",5,"6,58","45,077",5АЭ,5АЭ,5АЭ,"45,077",20,28309,"1276084,79",0000005317,20210529,"0,800",0
62603154,20210521,1,2021,51,20210524,20210526,10,20210529,2,Г,"46,12","45,85","4,5","5,96","43,118",5АЭ,5АЭ,5АЭ,"43,118",20,28309,"1220627,46",0000005319,20210529,"0,700",0
63570337,20210521,1,2021,51,20210524,20210526,10,20210529,"4,3",В,"49,18","48,95","8,5","10,56","43,783",5АЭ,5АЭ,5АЭ,"43,783",20,28309,"1239452,95",0000005320,20210529,"1,100",0
62977863,20210522,1,2021,61,20210524,20210529,11,20210529,15,Б,61,"63,2",4,"4,46","60,384",3АН,3АН,3АН,"60,384",20,28648,"1729880,83",0000005345,20210529,"0,300",0
63694087,20210519,1,2021,24,20210525,20210529,11,20210529,15,Б,"54,59","54,7",4,"4,79","52,08",5АЭ,5АЭ,5АЭ,"52,08",20,27291,"1421315,28",0000005346,20210529,"0,450",0
63541825,20210519,1,2021,24,20210525,20210529,11,20210529,15,Б,"54,04","54,3",3,"3,71","52,283",5АЭ,5АЭ,5АЭ,"52,283",20,27291,"1426855,35",0000005347,20210529,"0,400",0
53601993,20210521,1,2021,63,20210525,20210529,11,20210529,15,Б,"60,6","60,75","1,5","1,74","59,691",3А,3А,3А,"59,691",20,27979,"1670094,49",0000005342,20210529,"0,150",0
59112847,20210517,1,2021,17,20210524,20210529,11,20210529,15,В,62,"62,9","3,9","5,2","59,631",8А,9А,9А,"14,866",20,27566,"409796,16",0000005341,20210529,"0,850",0
59112847,20210517,1,2021,17,20210524,20210529,11,20210529,15,В,62,"62,9","3,9","5,2","59,631",3А,3АН,3АН,"44,765",20,27866,"1247421,49",0000005341,20210529,,0
63729917,20210517,1,2021,17,20210524,20210529,11,20210529,15,В,"57,3","58,3","4,13","5,53","55,076",8А,9А,9А,"11,313",20,27566,"311854,16",0000005344,20210529,"0,850",0
63729917,20210517,1,2021,17,20210524,20210529,11,20210529,15,В,"57,3","58,3","4,13","5,53","55,076",3А,5АЭ,5АЭ,"43,763",20,27616,"1208559,01",0000005344,20210529,,0
63844658,20210517,1,2021,17,20210524,20210529,11,20210529,15,В,"65,35","68,6","4,59","4,87","65,261",8А,9А,9А,"15,053",20,27566,414951,0000005343,20210529,"0,200",0
63844658,20210517,1,2021,17,20210524,20210529,11,20210529,15,В,"65,35","68,6","4,59","4,87","65,261",3А,5АЭ,5АЭ,"50,208",20,27616,"1386544,13",0000005343,20210529,,0
61502233,20210524,1,2021,61,20210525,20210529,16,20210529,20,В,"62,9","64,45",2,"2,46","62,867",3АН,3АН,3АН,"62,867",20,28648,"1801013,82",0000005360,20210529,"0,300",0
61512588,20210524,1,2021,61,20210525,20210529,16,20210529,20,Г,64,"65,65",2,"2,45","64,043",3АН,3АН,3АН,"64,043",20,28648,"1834703,86",0000005363,20210529,"0,300",0
60465200,20210524,1,2021,61,20210525,20210529,16,20210529,20,В,60,62,3,3,"60,188",5А,5А,5А,"60,188",20,28148,"1694171,82",0000005359,20210529,,0
52309077,20210519,1,2021,63,20210526,20210529,16,20210529,20,Г,"51,7","51,7",3,"4,03","49,615",,5АЭ,5АЭ,"49,615",20,27932,"1385846,18",0000005364,20210529,"0,550",0
59958322,20210521,1,2021,63,20210525,20210529,15,20210529,20,В,"62,31","62,05",2,"3,58","59,829",3АН,3АН,3АН,"59,829",20,27966,"1673177,81",0000005358,20210529,"1,000",0
56113715,20210521,1,2021,63,20210525,20210529,16,20210529,20,В,"66,29","66,3",2,"3,33","64,092",3АН,3АН,3АН,"64,092",20,27966,"1792396,87",0000005357,20210529,"0,900",0
55037006,20210512,1,2021,58,20210517,20210529,16,20210529,20,Г,"49,8","49,2",3,"4,28","47,093",3А,5А,5А,"47,093",20,27726,"1305700,52",0000005355,20210529,"0,650",0
58498155,20210512,1,2021,58,20210517,20210529,16,20210529,20,Б,"47,85","47,2",3,"4,23","45,202",3А,5А,5А,"45,202",20,27726,"1253270,65",0000005356,20210529,"0,600",0
56683055,20210513,1,2021,58,20210517,20210529,16,20210529,20,Г,"51,9","51,05","2,52","3,95","49,033",3А,5АЭ,5АЭ,"47,287",20,27976,"1322901,11",0000005353,20210529,"0,750",0
56683055,20210513,1,2021,58,20210517,20210529,16,20210529,20,Г,"51,9","51,05","2,52","3,95","49,033",5А,5А,5А,"1,746",20,27726,"48409,6",0000005353,20210529,,0
52781226,20210523,1,2021,61,20210526,20210529,16,20210529,20,А,"57,2","57,6","2,07","2,92","55,916",5А,5А,5А,"4,074",20,28000,114072,0000005365,20210529,"0,500",0
52781226,20210523,1,2021,61,20210526,20210529,16,20210529,20,А,"57,2","57,6","2,07","2,92","55,916",5АЭ,5АЭ,5АЭ,"51,842",20,28250,"1464536,5",0000005365,20210529,,0
61554515,20210521,1,2021,63,20210526,20210529,16,20210529,20,Б,"47,05","47,05",2,"4,92","44,737",3А,5АЭ,5АЭ,"44,737",20,27738,"1240914,91",0000005367,20210529,"1,400",0
61548715,20210513,1,2021,58,20210517,20210529,16,20210529,20,Б,"35,2","35,45",3,"3,28","34,289",5А,5А,5А,"34,289",20,27726,"950696,81",,,,0
53451761,20210520,1,2021,63,20210524,20210529,16,20210529,20,В,"60,5","61,35",1,1,"60,786",5А ЖДЛ,5А ЖДЛ,5А ЖДЛ,"60,786",20,28868,"1754770,25",0000005354,20210529,,0
56164684,20210524,1,2021,61,20210526,20210529,16,20210529,20,А,"68,35","67,85",2,"2,36","66,248",5АЭ,5АЭ,5АЭ,"66,248",20,28900,"1914567,2",0000005366,20210529,"0,250",0
55035331,20210524,1,2021,61,20210526,20210529,16,20210529,20,А,"61,95","61,35",3,"3,79","59,024",3АН,3АН,3АН,"59,024",20,29150,"1720549,6",0000005361,20210529,"0,500",0
56141518,20210524,1,2021,61,20210526,20210529,16,20210529,20,А,"66,2","65,45",2,"2,37","63,896",5АЭ,5АЭ,5АЭ,"63,896",20,28900,"1846594,4",0000005362,20210529,"0,250",0
0049,20210524,1,2021,61,20210524,20210529,7,20210529,8,В,"36,55","35,3","2,5","2,5","34,417",5АЭ,5АЭ,5АЭ,"34,417",20,29398,"1011790,97",0000005339,20210529,,
0036,20210526,1,2021,61,20210526,20210529,7,20210529,8,В,"35,5","34,9","2,5","2,5","34,027",5АЭ,5АЭ,5АЭ,"34,027",20,29398,"1000325,75",0000005338,20210529,,
0068,20210527,1,2021,61,20210527,20210529,7,20210529,8,А,"58,5","58,9",1,1,"58,311",2А,2А,2А,"58,311",20,30048,"1752128,93",0000005330,20210529,,
0066,20210527,1,2021,61,20210527,20210529,15,20210529,19,А,"39,3","40,4",2,2,"39,592",5АЭ,5АЭ,5АЭ,"39,592",20,29398,"1163925,62",0000005350,20210529,,
0061,20210527,1,2021,61,20210527,20210529,15,20210529,19,А,"33,15",34,2,2,"33,32",5АЭ,5АЭ,5АЭ,"33,32",20,29398,"979541,36",0000005349,20210529,,
0073,20210527,1,2021,61,20210527,20210529,15,20210529,19,А,"39,5","39,5",2,2,"38,71",5АЭ,5АЭ,5АЭ,"38,71",20,29398,"1137996,58",,,,
0057,20210527,1,2021,61,20210527,20210529,15,20210529,19,А,"34,8","34,45",2,2,"33,761",5АЭ,5АЭ,5АЭ,"33,761",20,29398,"992505,88",0000005348,20210529,,
0048,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,"37,1","37,85",2,2,"37,093",5АЭ,5АЭ,5АЭ,"37,093",20,29398,"1090460,01",0000005336,20210529,,
0021,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,"43,5","44,15",3,3,"42,825",5АЭ,5АЭ,5АЭ,"42,825",20,29398,"1258969,35",0000005332,20210529,,
0022,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,"38,45","40,25",2,2,"39,445",5АЭ,5АЭ,5АЭ,"39,445",20,29398,"1159604,11",0000005333,20210529,,
0064,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,40,"42,1",2,2,"41,258",5АЭ,5АЭ,5АЭ,"41,258",20,29398,"1212902,68",0000005335,20210529,,
0042,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,"36,7","37,45","2,5","2,5","36,514",5АЭ,5АЭ,5АЭ,"36,514",20,29398,"1073438,57",0000005334,20210529,,
0047,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,"34,75","34,95","2,5","2,5","34,076",5АЭ,5АЭ,5АЭ,"34,076",20,29398,"1001766,25",,,,
0062,20210528,1,2021,61,20210528,20210529,7,20210529,8,Б,33,"35,25",2,2,"34,545",5АЭ,5АЭ,5АЭ,"34,545",20,29398,"1015553,91",0000005337,20210529,,
0069,20210527,1,2021,61,20210527,20210529,7,20210529,8,А,"27,45","26,8",2,2,"26,264",5АЭ,5АЭ,5АЭ,"26,264",20,29398,"772109,07",0000005331,20210529,,
0055,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"53,75","54,25",1,1,"53,707",2А,2А,2А,"53,707",20,30048,"1613787,94",0000005351,20210529,,
0051,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"40,25","40,5",2,2,"39,69",5АЭ,5АЭ,5АЭ,"39,69",20,29398,"1166806,62",,,,
0065,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"39,9","40,2",2,2,"39,396",5АЭ,5АЭ,5АЭ,"39,396",20,29398,"1158163,61",,,,
0046,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"38,15","38,4",2,2,"37,632",5АЭ,5АЭ,5АЭ,"37,632",20,29398,"1106305,54",,,,
0044,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"34,05","34,3",2,2,"33,614",5АЭ,5АЭ,5АЭ,"33,614",20,29398,"988184,37",,,,
0058,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"30,7","31,35",2,2,"30,723",5АЭ,5АЭ,5АЭ,"30,723",20,29398,"903194,75",0000005352,20210529,,
0036,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"29,45","29,25",2,2,"28,665",5АЭ,5АЭ,5АЭ,"28,665",20,29398,"842693,67",,,,
0018,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,38,"37,9","2,5","2,5","36,952",5АЭ,5АЭ,5АЭ,"36,952",20,29398,"1086314,9",,,,
0067,20210528,1,2021,61,20210528,20210529,15,20210529,19,А,"33,65","33,55",2,2,"32,879",5АЭ,5АЭ,5АЭ,"32,879",20,29398,"966576,84",,,,
0063,20210529,1,2021,61,20210529,20210529,18,20210529,22,Б,"49,85","49,45",3,3,"47,966",5АЭ,5АЭ,5АЭ,"47,966",20,29398,"1410104,47",0000005373,20210530,,
0045,20210529,1,2021,61,20210529,20210529,18,20210529,22,Б,"50,45","49,65",3,3,"48,16",5АЭ,5АЭ,5АЭ,"48,16",20,29398,"1415807,68",0000005369,20210530,,
0053,20210529,1,2021,61,20210529,20210529,18,20210529,22,Б,"51,75","51,7","2,5","2,5","50,407",5АЭ,5АЭ,5АЭ,"50,407",20,29398,"1481864,99",,,,
0050,20210529,1,2021,61,20210529,20210529,18,20210529,22,А,"34,2","35,1",2,2,"34,398",5АЭ,5АЭ,5АЭ,"34,398",20,29398,"1011232,4",0000005370,20210530,,
0056,20210529,1,2021,61,20210529,20210529,18,20210529,22,А,"37,85","40,15",2,2,"39,347",5АЭ,5АЭ,5АЭ,"39,347",20,29398,"1156723,11",0000005371,20210530,,
0049,20210529,1,2021,61,20210529,20210529,18,20210529,22,А,"32,45","36,15","2,5","2,5","35,246",5АЭ,5АЭ,5АЭ,"35,246",20,29398,"1036161,91",0000005368,20210530,,
0072,20210529,1,2021,61,20210529,20210529,18,20210529,22,А,"39,55","41,7",2,2,"40,866",5АЭ,5АЭ,5АЭ,"40,866",20,29398,"1201378,67",0000005375,20210530,,
0071,20210529,1,2021,61,20210529,20210529,18,20210529,22,А,"31,55","34,2",2,2,"33,516",5АЭ,5АЭ,5АЭ,"33,516",20,29398,"985303,37",0000005374,20210530,,
0060,20210529,1,2021,61,20210529,20210529,18,20210529,22,А,"31,25","36,3",2,2,"35,574",5АЭ,5АЭ,5АЭ,"35,574",20,29398,"1045804,45",0000005372,20210530,,
н920ме196,20210526,110021000787,2021,,20210530,20210530,"11,15",20210530,"11,15",А,20,0,0,0,20,3Б26,3Б26,3Б26,20,20,146239,2924780,,,,
61442281,20210524,1,2021,63,20210527,20210529,6,20210530,"0,1",Б,"67,96","67,7",1,"2,1","66,28",2А,2А,2А,"66,28",20,28366,"1880098,48",0000005402,20210530,"0,750",0
53811501,20210524,1,2021,63,20210527,20210530,11,20210530,15,Г,"63,45","62,9",2,"3,79","60,515",3АН,3АН,3АН,"60,515",20,27966,"1692362,49",0000005394,20210530,"1,150",0
52331733,20210524,1,2021,63,20210527,20210530,11,20210530,15,Г,"65,96","65,6",2,"3,42","63,357",3АН,3АН,3АН,"63,357",20,27966,"1771841,86",0000005393,20210530,"0,950",0
55113666,20210524,1,2021,63,20210527,20210529,6,20210530,"0,1",Б,"64,93","64,5","2,5","4,24","61,766",3АН,3АН,3АН,"61,766",20,27966,"1727347,96",0000005395,20210530,"1,150",0
52270188,20210514,1,2021,58,20210517,20210530,11,20210530,15,А,"34,5","35,05",3,3,"34,047",5А,5А,5А,"34,047",20,27726,"943987,12",0000005391,20210530,,0
58495623,20210513,1,2021,58,20210517,20210530,11,20210530,15,А,"36,2","36,4",3,3,"35,356",5А,5А,5А,"35,356",20,27726,"980280,46",,,,0
56666647,20210513,1,2021,58,20210517,20210530,4,20210530,6,Б,32,"32,05",3,3,"31,088",5А,5А,5А,"31,088",20,27726,"861945,89",,,,0
56608409,20210521,1,2021,51,20210527,20210530,11,20210530,15,А,"51,5",52,3,"3,93","49,955",3А,5А,5А,"49,955",20,29348,"1466079,34",0000005398,20210530,"0,500",1
54673371,20210514,1,2021,58,20210517,20210530,4,20210530,6,Б,"46,7","45,75","2,05","2,48","44,615",5А,5А,5А,"2,328",20,27726,"64546,13",0000005377,20210530,"0,200",0
54673371,20210514,1,2021,58,20210517,20210530,4,20210530,6,Б,"46,7","45,75","2,05","2,48","44,615",3А,5АЭ,5АЭ,"42,287",20,27976,"1183021,11",0000005377,20210530,,0
64246374,20210512,1,2021,58,20210517,20210530,4,20210530,6,Г,"48,55","47,7","2,52","3,23","46,156",5А,5А,5А,"2,037",20,29348,"59781,88",0000005386,20210530,"0,350",1
64246374,20210512,1,2021,58,20210517,20210530,4,20210530,6,Г,"48,55","47,7","2,52","3,23","46,156",3А,5АЭ,5АЭ,"44,119",20,29598,"1305834,16",0000005386,20210530,,1
52715588,20210522,1,2021,61,20210525,20210530,4,20210530,6,В,"56,7","56,35",3,3,"54,659",5АЭ,5АЭ,5АЭ,"54,659",20,28250,"1544116,75",0000005379,20210530,,0
56539950,20210512,1,2021,17,20210517,20210530,4,20210530,6,Б,"67,1","65,95","2,5","2,87","64,057",3А,5АЭ,5АЭ,"64,057",20,27320,"1750037,24",0000005378,20210530,"0,250",0
62321765,20210524,1,2021,51,20210526,20210530,4,20210530,6,Г,"43,94","43,65",3,"5,22","41,37",5АЭ,5А,5А,"41,37",20,28059,"1160800,83",0000005387,20210530,"1,000",0
62038112,20210523,1,2021,51,20210526,20210530,4,20210530,6,Г,"42,14","41,45",3,"3,94","39,818",5АЭ,5А,5А,"39,818",20,28059,"1117253,26",0000005385,20210530,"0,400",0
64151988,20210524,1,2021,51,20210526,20210530,4,20210530,6,Г,"41,12","40,9",2,"3,08","39,641",5АЭ,5АЭ,5АЭ,"39,641",20,28309,"1122197,07",0000005383,20210530,"0,450",0
53085163,20210524,1,2021,51,20210526,20210530,4,20210530,6,Г,"41,92","41,6","2,5","4,02","39,926",5АЭ,5АЭ,5АЭ,"39,926",20,28309,"1130265,13",0000005382,20210530,"0,650",0
61354130,20210524,1,2021,61,20210525,20210530,4,20210530,6,Г,58,"58,95",3,"3,25","57,036",5А,5А,5А,"57,036",20,28148,"1605449,33",0000005380,20210530,"0,150",0
56682883,20210516,1,2021,61,20210518,20210530,11,20210530,15,А,57,"57,55",3,"3,34","55,629",5А,5А,5А,"55,629",20,28148,"1565845,09",0000005392,20210530,"0,200",0
55314074,20210526,1,2021,61,20210527,20210530,4,20210530,6,Г,59,"60,2",3,"3,24","58,248",5А,5А,5А,"58,248",20,28148,"1639564,7",0000005384,20210530,"0,150",0
52711918,20210526,1,2021,61,20210527,20210530,4,20210530,6,Г,"63,6","65,15",3,"3,67","62,759",5А,5А,5А,"62,759",20,28148,"1766540,33",0000005381,20210530,"0,450",0
61917720,20210526,1,2021,61,20210527,20210530,11,20210530,15,А,"60,1","61,25",3,"3,32","59,218",3АН,3АН,3АН,"59,218",20,28648,"1696477,26",0000005403,20210530,"0,200",0
55938666,20210526,1,2021,61,20210527,20210530,11,20210530,15,А,"61,5","62,2",3,"3,55","59,994",3АН,3АН,3АН,"59,994",20,28648,"1718708,11",0000005396,20210530,"0,350",0
