N_ТРАНСП,ДАТА_НАКЛ,N_ДОГОВ,ГОД_ДОГОВ,КОД_ЖД,ТА_ПРИБ_ЗД,А_ПРИБ_СКЛ,Я_ПРИБ_СКЛ,ДАТА_ВЫГР,ВРЕМЯ_ВЫГР,СМЕНА_ВЫГР,ВЕС_ДОКУМ,ВЕС_СТАН,ПР_ЗАСОР,ПР_ЗАСОР_Р,ВЕС_ФАКТ,ОМ_ПО_НАКЛ,ЛОМ_ФАКТ,ЛОМ_ВЗ,ВЕС_ЛОМА,ПРОЦ_НДС,ЦЕНА_ТОННЫ,СТОИМ,N_АКТА_M7,ДАТА_АКТА,ЗАСОР_ТАРА,СХЕМ_ТАРИФ
55389159,20201220,1,2020,68,20201224,20210101,20,20210101,22,А,"61,35","61,25",3,"3,24","59,267",,5А,5А,"59,267",20,21667,"1284138,09",0000000020,20210101,"0,150",0
52905114,20201220,1,2020,68,20201224,20210101,20,20210101,22,А,"66,1","66,45",2,"2,74","64,631",,5АЭ,5АЭ,"64,631",20,21917,"1416517,63",0000000019,20210101,"0,500",0
52759313,20201221,1,2020,63,20201225,20210101,20,20210101,22,А,"52,27","52,55",3,"3,55","50,682",5А,5А,5А,"50,682",20,20643,"1046228,53",0000000021,20210101,"0,300",0
63852123,20201219,1,2020,24,20201226,20210101,20,20210101,22,А,"64,35","63,2",1,"1,39","62,32",,5А ЖДЛ,5А ЖДЛ,"62,32",20,21368,"1331653,76",0000000028,20210101,"0,250",0
56024722,20201223,1,2020,63,20201227,20210101,15,20210101,17,А,"62,05","62,6",3,"3,46","60,431",5А,5А,5А,"60,431",20,20643,"1247477,13",0000000009,20210101,"0,300",0
62683081,20201223,1,2020,61,20201224,20210101,15,20210101,17,А,"65,6","67,2",1,"1,07","66,478",,5А ЖДЛ,5А ЖДЛ,"66,478",20,23631,"1570941,62",0000000014,20210101,,1
63778575,20201223,1,2020,63,20201227,20210101,15,20210101,17,А,"52,8","53,25",1,"1,09","52,668",,5А ЖДЛ,5А ЖДЛ,"52,668",20,21827,"1149584,44",0000000017,20210101,,0
52266269,20201216,1,2020,24,20201221,20210101,15,20210101,17,Г,"66,6","66,25",1,1,"65,587",,5А ЖДЛ,5А ЖДЛ,"65,587",20,21482,"1408939,93",0000000013,20210101,,0
53472635,20201216,1,2020,24,20201221,20210101,15,20210101,17,Г,65,"65,75",1,"1,15","64,993",,5А ЖДЛ,5А ЖДЛ,"64,993",20,21482,"1396179,63",0000000012,20210101,,0
52922275,20201219,1,2020,63,20201223,20210101,15,20210101,17,А,"63,8","64,15",1,"1,16","63,409",,5А ЖДЛ,5А ЖДЛ,"63,409",20,23631,"1498418,08",0000000011,20210101,,1
63837132,20201217,1,2020,24,20201223,20210101,15,20210101,17,А,"53,9","53,3",1,"1,37","52,569",,5А ЖДЛ,5А ЖДЛ,"52,569",20,23631,"1242258,04",0000000007,20210101,"0,200",1
56411630,20201221,1,2020,63,20201225,20201228,7,20210101,"0,1",В,"52,9","54,55",1,"1,09","53,955",,5А ЖДЛ,5А ЖДЛ,"53,955",20,21911,"1182208,01",0000000002,20210101,,0
52309390,20201221,1,2020,63,20201225,20201228,7,20210101,"0,1",В,"54,9","56,75",1,"1,26","56,034",,5А ЖДЛ,5А ЖДЛ,"56,034",20,21911,"1227760,97",0000000001,20210101,"0,150",0
58496837,20201222,1,2020,61,20201227,20210101,15,20210101,17,А,"57,4","53,25","2,5","2,87","51,724",3А,3А,3А,"51,724",20,21668,"1120755,63",0000000010,20210101,"0,200",0
55030910,20201219,1,2020,58,20201224,20210101,15,20210101,17,А,"31,5","32,15",2,"3,37","31,066",5АЭ,12А,12А,"31,066",20,20339,"631851,37",0000000008,20210101,"0,450",0
53476073,20201217,1,2020,24,20201224,20210101,15,20210101,17,А,"65,75","66,05",1,"1,15","65,29",,5А ЖДЛ,5А ЖДЛ,"65,29",20,21368,"1395116,72",,,,0
63843668,20201222,1,2020,63,20201227,20210101,20,20210101,22,Б,"60,5","58,25","3,91","3,91","55,972",9А,9А,9А,"19,205",20,20879,"400981,2",0000000030,20210101,,0
63843668,20201222,1,2020,63,20201227,20210101,20,20210101,22,Б,"60,5","58,25","3,91","3,91","55,972",3А,3АН,3АН,"36,767",20,21179,"778688,29",0000000030,20210101,,0
56431539,20201217,1,2020,63,20201223,20210101,20,20210101,22,А,"67,8","68,3","5,1","5,52","64,532",6А,6А,6А,"64,532",20,20400,"1316452,8",0000000023,20210101,"0,300",0
56041122,20201217,1,2020,63,20201223,20210101,20,20210101,22,А,"68,9","68,75","6,5","6,98","63,954",6А,6А,6А,"63,954",20,20400,"1304661,6",0000000024,20210101,"0,350",0
54998810,20201223,1,2020,63,20201227,20201228,"11,5",20210101,"0,1",В,"58,25","57,8","2,5","2,75","56,209",3АН,3АН,3АН,"56,209",20,21143,"1188426,89",0000000003,20210101,"0,150",0
62201256,20201223,1,2020,63,20201227,20210101,15,20210101,17,А,"65,9","66,55","2,5","2,94","64,594",3А,12А,12А,"64,594",20,21981,"1419840,71",0000000016,20210101,"0,300",1
53469003,20201222,1,2020,58,20201226,20210101,20,20210101,22,А,"28,5","28,05",3,"5,42","26,529",5АЭ,12А,12А,"26,529",20,20339,"539573,33",0000000022,20210101,"0,700",0
63847743,20201222,1,2020,63,20201227,20210101,20,20210101,22,Б,"63,2","63,15",3,"3,31","61,061",3А,3АН,3АН,"61,061",20,21177,"1293088,8",0000000029,20210101,"0,200",0
64644677,20201222,1,2020,63,20201227,20210101,20,20210101,22,Б,"65,7","66,85","2,5","3,37","64,594",3А,3АН,3АН,"64,594",20,21177,"1367907,14",0000000031,20210102,"0,600",0
53480836,20201222,1,2020,63,20201227,20210101,20,20210101,22,Б,"63,8","63,6",3,"3,61","61,304",3А,3АН,3АН,"61,304",20,21177,"1298234,81",0000000018,20210101,"0,400",0
59517763,20201222,1,2020,63,20201227,20210101,20,20210101,22,Б,"65,5","65,35","3,5","4,17","62,628",3А,3АН,3АН,"62,628",20,21177,"1326273,16",0000000025,20210101,"0,450",0
59110635,20201227,1,2020,61,20201228,20210101,20,20210101,22,А,"65,3",66,"2,5","2,87","64,106",3АН,3АН,3АН,"64,106",20,21860,"1401357,16",0000000026,20210101,"0,250",0
60436219,20201208,1,2020,61,20201211,20210101,20,20210101,22,Г,66,"67,3",3,3,"65,329",5А,5А,5А,"65,329",20,21360,"1395427,44",0000000027,20210101,,0
53097150,20201227,1,2020,61,20201228,20201229,2,20210101,"0,1",А,"60,8","60,95","3,5","3,74","58,672",3АН,3АН,3АН,"58,672",20,21860,"1282569,92",0000000004,20210101,"0,150",0
64453525,20201227,1,2020,61,20201228,20201229,2,20210101,"0,1",А,65,"65,1","3,5","3,8","62,628",3АН,3АН,3АН,"62,628",20,21860,"1369048,08",0000000005,20210101,"0,200",0
52892064,20201222,1,2020,63,20201226,20210101,15,20210101,17,А,"58,7","59,5",1,1,"58,905",,5А ЖДЛ,5А ЖДЛ,"58,905",20,23631,"1391984,06",0000000015,20210101,,1
53432720,20201221,1,2020,61,20201224,20210101,20,20210101,22,А,"68,75","68,85",1,1,"68,211",,5А ЖДЛ,5А ЖДЛ,"68,211",20,22318,"1522333,1",,,,0
0058,20201231,1,2020,61,20201231,20210101,5,20210101,6,Б,"39,1","38,1",2,2,"37,338",5АЭ,5АЭ,5АЭ,"37,338",20,22531,"841262,48",0000000006,20210101,,
0050,20201231,1,2020,61,20201231,20210101,5,20210101,6,Б,"35,65","35,5",2,2,"34,79",5АЭ,5АЭ,5АЭ,"34,79",20,22531,"783853,49",,,,
0044,20201231,1,2020,61,20201231,20210101,5,20210101,6,Б,"57,25","57,4",1,1,"56,826",8АЭ,8АЭ,9А,"56,826",20,22681,"1288870,51",,,,
61760914,20201225,1,2020,24,20201231,20210102,21,20210102,23,Г,"58,1","59,1",1,"1,25","58,36",,5А ЖДЛ,5А ЖДЛ,"58,36",20,21463,"1252580,68",0000000053,20210102,"0,150",0
56356082,20201203,1,2020,24,20201208,20210102,21,20210102,23,Г,"69,25","68,95",3,"3,07","66,833",5А,5А,5А,"66,833",20,20313,"1357578,73",,,,0
61446530,20201225,1,2020,24,20201231,20210102,21,20210102,23,Г,"56,3","57,2",1,"1,78","56,182",,5А ЖДЛ,5А ЖДЛ,"56,182",20,21463,"1205834,27",0000000054,20210102,"0,450",0
63919583,20201224,1,2020,58,20201229,20210102,21,20210102,23,Б,"59,2","54,95",2,"2,8","53,41",,5АЭ,5АЭ,"53,41",20,21065,"1125081,65",0000000050,20210102,"0,450",0
56025059,20201226,1,2020,61,20201230,20210102,20,20210102,22,Б,"55,2","56,6",1,"1,87","55,539",,5А ЖДЛ,5А ЖДЛ,"55,539",20,22318,"1239519,4",0000000039,20210102,"0,500",0
64646250,20201224,1,2020,24,20201230,20210102,20,20210102,22,Б,"64,7","66,3",1,"2,05","64,944",,5А ЖДЛ,5А ЖДЛ,"64,944",20,21130,"1372266,72",0000000052,20210102,"0,700",0
55028377,20201225,1,2020,68,20201230,20210102,20,20210102,23,В,"60,25","61,4",3,"3,24","59,412",,5А,5А,"59,412",20,21667,"1287279,8",0000000051,20210102,"0,150",0
55634794,20201226,1,2020,63,20201230,20210102,20,20210102,22,В,"62,15","62,4",3,"3,39","60,285",3А,5АЭ,5АЭ,"60,285",20,22731,"1370338,34",0000000043,20210102,"0,250",1
52714110,20201225,1,2020,61,20201229,20210102,20,20210102,22,В,"63,65","64,6",4,"4,52","61,68",3АН,3АН,3АН,"61,68",20,21668,"1336482,24",0000000042,20210102,"0,350",0
53585113,20201227,1,2020,61,20201229,20210102,20,20210102,22,В,"64,3","64,45","2,5","2,88","62,595",5АЭ,5АЭ,5АЭ,"62,595",20,22005,"1377402,98",0000000045,20210102,"0,250",0
56581861,20201227,1,2020,61,20201229,20210102,20,20210102,22,В,"69,4","69,5",3,"3,56","67,027",5АЭ,5АЭ,5АЭ,"67,027",20,22005,"1474929,14",0000000046,20210102,"0,400",0
58056656,20201227,1,2020,61,20201229,20210102,20,20210102,22,В,"64,55","64,2","4,5","5,17","60,881",3АН,3АН,3АН,"60,881",20,22255,"1354906,66",0000000044,20210102,"0,450",0
63593883,20201227,1,2020,61,20201229,20210102,20,20210102,22,В,"69,45","68,7","2,5","2,85","66,739",5АЭ,5АЭ,5АЭ,"66,739",20,22005,"1468591,7",0000000047,20210102,"0,250",0
55037725,20201222,1,2020,17,20201229,20210102,20,20210102,22,В,"55,9","55,4","2,5",4,"53,186",3А,5АЭ,5АЭ,"53,186",20,20766,"1104460,48",0000000048,20210102,"0,850",0
53480547,20201225,1,2020,61,20201229,20210102,20,20210102,22,В,"56,95","57,2",3,"4,27","54,756",3АН,3АН,3АН,"54,756",20,21668,"1186453,01",0000000038,20210102,"0,750",0
64661028,20201225,1,2020,61,20201229,20210102,20,20210102,22,В,"53,4",54,1,"2,01","52,915",2А,2А,2А,"52,915",20,22068,"1167728,22",0000000041,20210102,"0,550",0
53607503,20201225,1,2020,61,20201229,20210102,20,20210102,22,В,"65,25","66,5","3,5","4,3","63,642",3АН,3АН,3АН,"63,642",20,21668,"1378994,86",0000000049,20210102,"0,550",0
0054,20201231,1,2020,61,20201231,20210102,1,20210102,"3,52",В,"42,15","42,1","2,5","2,5","41,047",5АЭ,5АЭ,5АЭ,"41,047",20,22531,"924829,96",,,,
0003,20201231,1,2020,61,20201231,20210102,1,20210102,"3,4",В,"43,15","42,05","2,5","2,5","40,999",5АЭ,5АЭ,5АЭ,"40,999",20,22531,"923748,47",0000000032,20210102,,
0055,20201231,1,2020,61,20201231,20210102,1,20210102,"3,55",В,44,"42,65",2,2,"41,797",5АЭ,5АЭ,5АЭ,"41,797",20,22531,"941728,21",0000000035,20210102,,
0045,20201231,1,2020,61,20201231,20210102,1,20210102,"3,48",В,"42,7","39,45","2,5","2,5","38,464",5АЭ,5АЭ,5АЭ,"38,464",20,22531,"866632,38",0000000033,20210102,,
0046,20201231,1,2020,61,20201231,20210102,1,20210102,"3,5",В,"40,85","38,35",2,2,"37,583",5АЭ,5АЭ,5АЭ,"37,583",20,22531,"846782,57",0000000034,20210102,,
0036,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"40,05","40,15",2,2,"39,347",5АЭ,5АЭ,5АЭ,"39,347",20,22531,"886527,26",,,,
0023,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"39,05","38,75",2,2,"37,975",5АЭ,5АЭ,5АЭ,"37,975",20,22531,"855614,73",,,,
0052,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"37,15","36,7",2,2,"35,966",5АЭ,5АЭ,5АЭ,"35,966",20,22531,"810349,95",0000000037,20210102,,
0018,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"34,25","34,4",2,2,"33,712",5АЭ,5АЭ,5АЭ,"33,712",20,22531,"759565,07",,,,
0057,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"35,4","35,6",2,2,"34,888",5АЭ,5АЭ,5АЭ,"34,888",20,22531,"786061,53",,,,
0034,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"29,15","28,9",2,2,"28,322",5АЭ,5АЭ,5АЭ,"28,322",20,22531,"638122,98",,,,
0049,20201231,1,2020,61,20201231,20210102,19,20210102,21,Г,"38,3","38,3",2,2,"37,534",5АЭ,5АЭ,5АЭ,"37,534",20,22531,"845678,55",,,,
0017,20201231,1,2020,61,20201231,20210102,18,20210102,20,Г,"59,25","59,85",1,1,"59,251",8АЭ,8АЭ,9А,"59,251",20,22681,"1343871,93",0000000036,20210102,,
58576307,20201221,1,2020,63,20201225,20201230,"16,2",20210103,"3,33",Г,"54,6","55,15",1,1,"54,598",,5А ЖДЛ,5А ЖДЛ,"54,598",20,21911,"1196296,78",0000000057,20210103,,0
55388946,20201219,1,2020,24,20201226,20201230,"16,2",20210103,"3,25",Г,"64,1","63,4",1,"1,31","62,568",,5А ЖДЛ,5А ЖДЛ,"62,568",20,21368,"1336953,02",0000000058,20210103,"0,200",0
55046692,20201220,1,2020,24,20201227,20201230,"17,4",20210103,"2,56",Г,"62,95","62,4",1,"1,32","61,578",,5А ЖДЛ,5А ЖДЛ,"61,578",20,21368,"1315798,7",0000000064,20210103,"0,200",0
58479858,20201222,1,2020,63,20201226,20201227,"5,4",20210103,"3,15",Г,"67,09","67,45",3,"4,22","64,602",3АН,3АН,3АН,"64,602",20,21143,"1365880,09",0000000060,20210103,"0,850",0
56587801,20201201,1,2020,61,20201204,20201205,"18,5",20210103,"3,1",Г,60,60,3,"3,41","57,957",15А,16А,16А,"57,957",20,16668,"966027,28",0000000055,20210103,"0,250",0
60711306,20201221,1,2020,61,20201224,20201227,"16,2",20210103,"3,39",Г,"58,8","57,75","4,5","5,33","54,674",5АЭ,5АЭ,5АЭ,"54,674",20,21418,"1171007,73",0000000056,20210103,"0,500",0
56938020,20201222,1,2020,63,20201227,20201230,"12,2",20210103,"3,17",Б,"64,55","65,1",3,"4,42","62,225",3А,3АН,3АН,"62,225",20,21177,"1317738,83",0000000062,20210103,"0,950",0
52815610,20201222,1,2020,63,20201227,20201230,"12,2",20210103,"3,23",Г,"53,5","50,95",3,"3,1","49,373",3А,5А,5А,"49,373",20,20677,"1020885,52",0000000065,20210103,,0
56225477,20201222,1,2020,63,20201227,20201230,"12,2",20210103,"3,05",Г,"60,55",61,"2,5","2,98","59,182",3А,3АН,3АН,"59,182",20,21177,"1253297,21",0000000063,20210103,"0,300",0
61518122,20201220,1,2020,68,20201226,20201227,"15,3",20210103,"3,37",Г,65,"62,1",5,"6,76","57,902",,5А,5А,"57,902",20,21667,"1254562,63",0000000061,20210103,"1,150",0
56025133,20201222,1,2020,61,20201226,20201227,"5,35",20210103,"0,1",Б,"58,75","59,3","3,5","4,23","56,79",5АЭ,5АЭ,5АЭ,"56,79",20,21418,"1216328,22",0000000094,20210104,"0,450",0
54106729,20201222,1,2020,61,20201226,20210103,18,20210103,20,Г,"60,35","60,85",3,"3,16","58,927",15А,16А,16А,"58,927",20,16668,"982195,24",0000000068,20210103,,0
52858552,20201226,1,2020,24,20201231,20210103,21,20210103,23,В,"62,65","63,9",1,"2,32","62,419",,5А ЖДЛ,5А ЖДЛ,"62,419",20,21130,"1318913,47",0000000076,20210103,"0,850",0
53499604,20201224,1,2020,24,20201231,20210103,18,20210103,20,В,"66,35","66,55",1,"1,52","65,538",,5А ЖДЛ,5А ЖДЛ,"65,538",20,21368,"1400415,98",0000000073,20210103,"0,350",0
56694888,20201220,1,2020,24,20201227,20210103,18,20210103,20,Г,"61,05","60,5",1,1,"59,994",,5А ЖДЛ,5А ЖДЛ,"59,994",20,21368,"1281951,79",0000000070,20210103,,0
53553962,20201225,1,2020,61,20201229,20210103,18,20210103,20,В,"61,8","63,55",1,"1,78","62,419",2А,2А,2А,"62,419",20,22068,"1377462,49",0000000071,20210103,"0,500",0
54471586,20201223,1,2020,58,20201229,20210103,18,20210103,20,В,"58,4",61,1,"1,89","59,845",,5А ЖДЛ,5А ЖДЛ,"59,845",20,23631,"1414197,2",0000000072,20210103,"0,550",1
65377202,20201222,1,2020,63,20201226,20210103,18,20210103,20,Г,"61,35","61,6",1,"1,48","60,687",,5А ЖДЛ,5А ЖДЛ,"60,687",20,23631,"1434094,5",0000000069,20210103,"0,300",1
52750411,20201226,1,2020,58,20201231,20210103,21,20210103,23,В,"63,4","64,2","4,99","5,95","60,378",9А,9А,9А,"23,562",20,21015,"495155,43",0000000075,20210103,"0,650",0
52750411,20201226,1,2020,58,20201231,20210103,21,20210103,23,В,"63,4","64,2","4,99","5,95","60,378",3А,5АЭ,5АЭ,"36,816",20,21065,"775529,04",0000000075,20210103,,0
53434452,20201226,1,2020,58,20201231,20210103,21,20210103,23,В,"63,7","64,55","4,36","5,03","61,305",9А,9А,9А,"23,3",20,21015,"489649,5",0000000077,20210103,"0,450",0
53434452,20201226,1,2020,58,20201231,20210103,21,20210103,23,В,"63,7","64,55","4,36","5,03","61,305",3А,5АЭ,5АЭ,"38,005",20,21065,"800575,33",0000000077,20210103,,0
56375223,20201227,1,2020,58,20201231,20210103,21,20210103,23,В,"32,7","33,25","3,5","5,82","31,314",5АЭ,5АЭ,5АЭ,"31,314",20,21089,"660380,95",0000000078,20210103,"0,800",0
52712767,20210101,1,2021,61,20210102,20210103,20,20210103,22,В,"65,9","66,2","3,5","4,23","63,4",3АН,3АН,3АН,"63,4",20,28651,"1816473,4",0000000079,20210103,"0,500",0
56015043,20210101,1,2021,61,20210102,20210103,21,20210103,23,В,65,"65,35",3,"3,59","63,001",3АН,3АН,3АН,"63,001",20,28651,"1805041,65",0000000080,20210103,"0,400",0
60644416,20201224,1,2020,61,20201229,20201231,"10,3",20210104,"0,1",Б,"65,9","65,95",2,"3,41","63,7",5АЭ,5АЭ,5АЭ,"63,7",20,21418,"1364326,6",0000000095,20210104,"0,950",0
55804710,20201224,1,2020,63,20201228,20201231,"2,1",20210104,"4,3",А,"62,8","63,8",1,"1,78","62,667",,5А ЖДЛ,5А ЖДЛ,"62,667",20,21829,"1367957,94",0000000093,20210104,"0,500",0
59101204,20201226,1,2020,63,20201229,20201231,"1,35",20210104,"2,5",А,"62,9","63,75",1,"2,01","62,469",,5А ЖДЛ,5А ЖДЛ,"62,469",20,21829,"1363635,8",0000000088,20210104,"0,650",0
56599863,20201222,1,2020,24,20201228,20201231,"1,2",20210104,"2,5",Б,"63,2","64,55",1,"1,69","63,459",,5А ЖДЛ,5А ЖДЛ,"63,459",20,21130,"1340888,67",0000000084,20210104,"0,450",0
60201233,20201226,1,2020,61,20201228,20201231,"2,1",20210104,"2,59",В,"55,4","57,15",1,"1,26","56,43",,5А ЖДЛ,5А ЖДЛ,"56,43",20,23631,"1333497,33",0000000089,20210104,"0,150",1
62178330,20201226,1,2020,61,20201228,20201231,"2,1",20210104,"3,03",А,"55,4",57,1,"1,61","56,083",,5А ЖДЛ,5А ЖДЛ,"56,083",20,23631,"1325297,37",0000000091,20210104,"0,350",1
60741667,20201224,1,2020,63,20201228,20201231,"2,1",20210104,"3,05",А,"67,59","67,6","3,5","4,57","64,51",3АН,3АН,3АН,"64,51",20,22981,"1482504,31",0000000090,20210104,"0,750",1
64153372,20201226,1,2020,58,20201231,20210102,"17,25",20210104,"3,06",В,"29,4","29,7","2,5","3,65","28,616",5АЭ,12А,12А,"28,616",20,21981,"629008,3",0000000092,20210104,"0,350",1
52206075,20201225,1,2020,61,20201228,20201231,"2,1",20210104,"4,3",Г,"60,9","60,85",1,1,"60,241",,5А ЖДЛ,5А ЖДЛ,"60,241",20,22318,"1344458,64",,,,0
56544075,20201226,1,2020,61,20201229,20201231,"1,3",20210104,"2,37",А,"64,6","65,05",3,"3,3","62,904",5АЭ,5АЭ,5АЭ,"62,904",20,21418,"1347277,87",0000000086,20210104,"0,200",0
57624660,20201226,1,2020,61,20201229,20201231,"1,2",20210104,"2,4",А,"66,55","66,85",2,"2,44","65,219",5АЭ,5АЭ,5АЭ,"65,219",20,21418,"1396860,54",0000000087,20210104,"0,300",0
55093041,20201225,1,2020,61,20201229,20201231,"1,4",20210104,"2,35",А,"57,6","55,8",3,"3,35","53,932",5АЭ,5АЭ,5АЭ,"53,932",20,21418,"1155115,58",0000000085,20210104,"0,200",0
58057571,20201222,1,2020,63,20201227,20201230,"10,3",20210104,"2,49",Б,"51,55","52,05",3,"3,37","50,294",3А,5А,5А,"50,294",20,20677,"1039929,04",0000000082,20210104,"0,200",0
52235744,20201222,1,2020,63,20201227,20201230,"10,55",20210104,"2,45",Б,"64,2","65,3","2,5","3,25","63,18",3А,3АН,3АН,"63,18",20,21177,"1337962,86",0000000081,20210104,"0,500",0
58366170,20201222,1,2020,63,20201227,20201231,"10,55",20210104,"2,5",Б,"52,75","51,75",3,3,"50,343",3А,5А,5А,"50,343",20,20677,"1040942,21",0000000083,20210104,,0
60096476,20210101,1,2021,61,20210102,20210103,"1,5",20210104,"0,1",Г,64,"64,25",4,"5,49","60,72",3АН,3АН,3АН,"60,72",20,28651,"1739688,72",0000000096,20210104,"1,000",0
62791983,20210101,1,2021,61,20210102,20210103,"1,5",20210104,"0,1",Г,"66,9","67,5","3,5","4,5","64,462",3АН,3АН,3АН,"64,462",20,28651,"1846900,76",0000000098,20210104,"0,700",0
63514566,20210101,1,2021,61,20210102,20210103,"1,5",20210104,"0,1",Г,"66,2",66,"3,5","4,74","62,87",3АН,3АН,3АН,"62,87",20,28651,"1801288,37",0000000099,20210104,"0,850",0
60705381,20210101,1,2021,61,20210102,20210102,"18,45",20210104,"0,1",В,62,"62,8","3,5","4,19","60,168",3АН,3АН,3АН,"60,168",20,28651,"1723873,37",0000000097,20210104,"0,450",0
60259470,20201225,1,2020,63,20201231,20210101,"23,3",20210105,"0,1",Г,"54,35","56,45",1,"1,88","55,39",,5А ЖДЛ,5А ЖДЛ,"55,39",20,23631,"1308921,09",0000000131,20210105,"0,500",1
54899307,20201226,1,2020,24,20201231,20210102,"17,25",20210105,"2,3",Г,"64,75","66,05",1,"2,05","64,696",,5А ЖДЛ,5А ЖДЛ,"64,696",20,21130,"1367026,48",0000000100,20210105,"0,700",0
56254477,20201229,1,2020,61,20201231,20210101,"23,3",20210105,"0,1",Г,"56,05","57,15",1,1,"56,628",,5А ЖДЛ,5А ЖДЛ,"56,628",20,23631,"1338176,27",0000000124,20210105,,1
60012788,20201229,1,2020,61,20201231,20210101,"23,3",20210105,"0,2",Г,"43,6","43,95",1,"2,35","42,916",,3А ЖДЛ,3А ЖДЛ,"42,916",20,22318,"957799,29",0000000132,20210105,"0,600",0
62191606,20201224,1,2020,61,20201227,20210102,"6,2",20210105,"0,1",Б,"58,6","59,1",1,"1,25","58,36",,5А ЖДЛ,5А ЖДЛ,"58,36",20,23631,"1379105,16",0000000129,20210105,"0,150",1
60035250,20201225,1,2020,63,20201231,20210101,"23,3",20210105,"0,1",Г,"56,3","56,55",1,"1,79","55,539",,5А ЖДЛ,5А ЖДЛ,"55,539",20,21827,"1212249,75",0000000133,20210105,"0,450",0
64647068,20201228,1,2020,63,20201231,20210102,"9,2",20210105,"0,1",Б,"53,65","54,8",1,"3,26","53,014",,5А ЖДЛ,5А ЖДЛ,"53,014",20,21911,"1161589,75",0000000136,20210105,"1,250",0
58480039,20201228,1,2020,63,20201231,20210102,"9,45",20210105,"0,1",Б,"58,3","58,85",1,"2,26","57,519",,5А ЖДЛ,5А ЖДЛ,"57,519",20,21911,"1260298,81",0000000125,20210105,"0,750",0
60404670,20201225,1,2020,24,20201231,20210102,"0,3",20210105,"0,1",Г,"46,75","48,25","1,5","2,42","47,083",3А,3А,3А,"47,083",20,20813,"979938,48",0000000126,20210105,"0,450",0
67734350,20201230,1,2020,61,20201231,20210101,"22,2",20210105,"0,1",Б,"62,3","64,45",1,"1,31","63,607",,5А ЖДЛ,5А ЖДЛ,"63,607",20,23631,"1503097,02",0000000134,20210105,"0,200",1
56602428,20201230,1,2020,61,20201231,20210101,"22,2",20210105,"0,1",Б,"66,5","67,85",1,"1,73","66,676",,5А ЖДЛ,5А ЖДЛ,"66,676",20,23631,"1575620,56",0000000127,20210105,"0,500",1
60503257,20201225,1,2020,24,20201231,20210102,"9,2",20210105,"0,1",Б,"64,8","65,95",1,"1,9","64,696",,5А ЖДЛ,5А ЖДЛ,"64,696",20,21368,"1382424,13",0000000135,20210105,"0,600",0
53433355,20201225,1,2020,24,20201231,20210102,"9,2",20210105,"0,1",Б,"64,7","64,8",1,"2,15","63,409",,5А ЖДЛ,5А ЖДЛ,"63,409",20,21368,"1354923,51",0000000123,20210105,"0,750",0
56215478,20201224,1,2020,63,20201228,20210102,"2,3",20210105,"0,1",Г,"59,45","60,2",1,"1,74","59,152",,5А ЖДЛ,5А ЖДЛ,"59,152",20,21220,"1255205,44",0000000122,20210105,"0,450",0
60039369,20201225,1,2020,68,20201231,20210102,"14,4",20210105,3,В,"58,1","57,4",2,"2,26","56,105",,5АЭ,5АЭ,"56,105",20,21917,"1229653,29",0000000101,20210105,"0,150",0
60624202,20201226,1,2020,68,20201231,20210102,"14,35",20210105,"0,1",Г,"64,35","63,45",3,"3,69","61,11",,5А,5А,"61,11",20,21667,"1324070,37",0000000120,20210105,"0,450",0
61805115,20201226,1,2020,68,20201231,20210102,"14,4",20210105,"3,3",Г,"59,75","59,7",3,"4,22","57,181",,5А,5А,"57,181",20,21667,"1238940,73",0000000103,20210105,"0,750",0
63777460,20201224,1,2020,68,20201230,20201231,"11,3",20210105,"0,1",В,"24,45",25,3,"3,58","24,104",,16А,16А,"24,104",20,17167,"413793,37",0000000130,20210105,"0,150",0
63478028,20201225,1,2020,68,20201230,20201231,"11,3",20210105,"0,1",Г,"62,95","63,1",3,"3,54","60,867",,5А,5А,"60,867",20,21667,"1318805,29",0000000128,20210105,"0,350",0
61694105,20201226,1,2020,68,20201231,20210102,"14,4",20210105,"3,3",В,"57,45","57,25",2,"2,6","55,762",,5АЭ,5АЭ,"55,762",20,21917,"1222135,75",0000000102,20210105,"0,350",0
61509063,20210101,1,2021,61,20210102,20210102,"23,3",20210105,3,Г,"63,1","63,95","3,5","4,48","61,084",3АН,3АН,3АН,"61,084",20,28651,"1750117,68",0000000111,20210105,"0,650",0
61643862,20210101,1,2021,61,20210102,20210103,"2,3",20210105,3,Г,64,"63,65",3,"3,84","61,207",3АН,3АН,3АН,"61,207",20,28651,"1753641,76",0000000112,20210105,"0,550",0
62632765,20210101,1,2021,61,20210102,20210102,"23,3",20210105,3,Г,"66,6","67,95",3,"3,71","65,426",3АН,3АН,3АН,"65,426",20,28651,"1874520,33",0000000113,20210105,"0,500",0
